Common Population Name,NMFS_POPID,ESU,Species,Start Year,Year,Spawners
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1998,1848
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1997,1110
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1996,1432
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1995,1577
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1994,1507
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1993,3554
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1992,3679
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1991,4287
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1990,6988
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1989,3852
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1988,6613
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1987,2933
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1986,1736
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1985,808
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1984,921
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1983,1405
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1982,1706
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1981,1087
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1980,1972
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1979,1107
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1978,3020
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1977,2650
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1976,1833
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1975,1300
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1974,3657
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1973,3742
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1972,1478
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1971,3451
McKenzie River,105,"Salmon, Chinook (Upper Willamette River ESU)", ,1970,1970,2857
